1.007880790468241017e+01,5.846095007855286324e-02,1.159711677306566768e+00,5.455647686645670014e+00,9.333346151327567952e+00,1.249221427618153335e+01,1.512690388417459886e+01,1.751303484527426235e+01,1.901112753599719341e+01,2.047631079140994359e+01,2.266285711881564069e+01,2.557022474390308631e+01,2.816996006666631303e+01,3.085898400933568908e+01,3.342380907031180470e+01
6.608424647628880599e+00,7.375370726401980249e-03,1.081286713166413336e-04,1.959818757452366778e-02,6.555514771484292069e-01,2.942366119976260741e+00,5.208736390088676949e+00,7.098702140472563649e+00,9.529516609949801875e+00,1.217356470196151186e+01,1.445205493647397788e+01,1.699815004516221961e+01,1.925603564519688149e+01,2.132257255860471545e+01,2.265774740330378734e+01
4.356827374316026180e+00,2.261451983751320682e-03,2.145769514075819627e-06,1.192100000991639416e-05,5.887095179597637068e-04,8.991249121482696935e-03,6.250532134204256351e-02,5.951507951036618671e-01,2.585434059138047580e+00,5.163349276312067637e+00,7.367572401796500081e+00,9.748206676368482704e+00,1.222817716438617097e+01,1.418840217855201047e+01,1.506210960688331468e+01
3.483563856320869512e+00,1.766094531181151318e-03,3.099446331599131347e-06,1.192092966562091635e-07,3.695494804406731902e-06,4.553898549225866355e-05,4.463595790500271250e-04,5.145053824853224045e-03,5.785915412341671032e-02,4.765147249565800380e-01,2.138177103297761672e+00,4.684996600933266642e+00,7.373089302316181204e+00,9.764054831788834932e+00,1.168365995374476185e+01
2.275472200802824307e+00,1.551281006464624466e-03,3.933914293006466893e-06,1.192092966562091635e-07,1.192092966562091635e-07,2.145769514075819627e-06,1.943130298332236815e-05,1.796049227068117918e-04,2.501813240167852052e-03,6.093929071165576222e-02,1.104523582275208415e+00,3.910868016853218165e+00,6.468766346074804829e+00,8.324377625433800887e+00,9.398014463352090786e+00
1.375890557098252698e+00,9.608711301079367632e-04,4.768382950751162516e-06,3.576279326012052150e-07,1.192092966562091635e-07,1.311303044816055550e-06,1.311310782700857238e-05,2.431569062833806045e-04,7.166012672843693337e-03,1.757890044473259805e-01,1.648897835714397520e+00,3.875975067943509877e+00,5.603226208008173614e+00,6.551279121389265825e+00,6.501691966387425303e+00
7.857298079611186870e-01,1.377816047055674701e-03,2.706087487019899607e-05,4.887592815844338847e-06,3.933914293006466893e-06,1.001363045849575514e-05,7.629685584358388483e-05,1.531999003196414088e-03,3.265238991693777959e-02,4.884635857113731605e-01,2.226042932848400380e+00,3.955740217054972252e+00,5.085526515165442518e+00,5.028537728321741618e+00,6.416960427152423208e+00
1.625445429917111273e+00,5.890453732998172237e-02,1.867009531756141276e-03,2.416068098494963598e-04,1.074133384913532427e-04,1.084863379211733748e-04,4.533960919927675776e-04,6.654599662270268765e-03,1.161342261983061841e-01,1.024410151995472029e+00,2.819000984159193202e+00,4.203207224274219556e+00,4.834973937849118109e+00,5.023250623672080195e+00,9.733976222329607353e+00
5.117117509480913817e+00,1.054735396697138228e+00,4.891139544419023655e-02,5.511063930530393264e-03,1.723581911136305581e-03,9.984588616677042301e-04,2.475641352048669943e-03,3.146202184153296111e-02,4.532044582469041960e-01,2.196433095089169285e+00,4.187288257867718855e+00,5.570819713308877041e+00,5.675092850778948872e+00,7.377179722566348019e+00,1.414917437080382001e+01
7.442435880670982051e+00,2.489748085209700701e+00,2.616157791839039404e-01,3.735092413654120258e-02,1.172239938821616374e-02,8.728098061635037458e-03,2.167265726935359293e-02,2.396262497279848525e-01,1.841058449722700052e+00,4.362590997981957486e+00,6.400778103766956662e+00,7.601939278550648105e+00,7.811574413592936139e+00,1.258063526077342509e+01,2.008848192623336359e+01
7.501575778599463895e+00,3.498832404765362725e+00,8.723061144800378086e-01,1.671450183924193256e-01,8.260521783161095533e-02,1.677426686321922822e-01,4.224175450247586450e-01,2.012193810712436193e+00,4.948242668882135931e+00,7.614731694221223535e+00,9.705680462959435317e+00,1.084448625191386384e+01,1.204496145624615977e+01,1.959186665106548020e+01,2.810211856991286794e+01
9.104312331586783102e+00,5.006865986032703830e+00,2.098702980100821680e+00,8.500232381473286081e-01,1.283849743698776580e+00,2.405613031178974293e+00,3.775831640024526425e+00,6.920993207915092427e+00,1.009288915495475614e+01,1.254405225710812566e+01,1.445690816064887940e+01,1.511229813668051669e+01,1.961524300262485099e+01,2.784067014490846148e+01,3.684855330133045470e+01
1.183583253301418381e+01,7.728478485893329086e+00,4.742668350821889867e+00,4.224242800859972391e+00,6.332018525115214125e+00,8.268159060155609197e+00,1.060019123321257517e+01,1.423856576365201398e+01,1.740742020154055325e+01,1.978915970826788850e+01,2.105493951440230660e+01,2.134366438671182564e+01,2.815731585605395892e+01,3.739219534245248866e+01,4.719511805781022673e+01
1.621533253424941279e+01,1.208436739028811324e+01,9.833691651540531709e+00,1.085244886240685780e+01,1.368518062092327270e+01,1.632748644516044223e+01,2.029063761911572783e+01,2.424964393846165933e+01,2.724312638359637972e+01,2.883562109693077957e+01,2.919695759898387166e+01,2.956189429255517354e+01,3.772681290622507788e+01,4.766534035595383756e+01,5.843314142708514680e+01
2.270326413337638982e+01,1.945889455700255510e+01,1.853379048069480461e+01,1.950972839146978544e+01,2.280547969837200029e+01,2.784051599065148963e+01,3.288799079210075860e+01,3.713338116538540845e+01,3.991249413170662308e+01,4.067703464982655248e+01,4.004534041376388842e+01,3.913050001896473873e+01,4.727554331003419463e+01,5.778849907699440536e+01,6.955312193837008294e+01
